item,size,place,observed_on,date_source,median,n
rutherford ranch cabernet sauvignon napa valley,Bottle,Gott's Napa,2015-02-06,wayback,30.0,1
rutherford ranch cabernet sauvignon napa valley,Bottle,Gott's Napa,2015-05-13,wayback,30.0,2
rutherford ranch cabernet sauvignon napa valley,Glass,Gott's Napa,2015-05-13,wayback,10.0,1
saginaw golden ale,,Bistro Don Giovanni,2019-09-19,wayback,8.0,1
saginaw golden ale,,Bistro Don Giovanni,2020-03-27,wayback,8.0,1
saginaw golden ale,,Bistro Don Giovanni,2020-09-21,wayback,9.0,2
saginaw golden ale,22oz,Bistro Don Giovanni,2017-01-10,wayback,12.0,1
saint archer blonde ale,,Gott's Napa,2015-05-13,wayback,4.5,1
saint archer blonde ale,12oz,Gott's Napa,2015-02-06,wayback,4.5,2
saint archer blonde ale,12oz,Gott's Napa,2015-05-13,wayback,4.5,1
saint archer white ale,,Gott's Napa,2015-07-24,wayback,5.0,1
saint archer white ale,16oz,Gott's Napa,2015-11-23,wayback,6.5,1
saintsbury,,Bistro Don Giovanni,2020-09-21,wayback,74.0,1
salad of garden lettuce,,Farmstead at Long Meadow Ranch,2026-06-15,pdf,18.0,1
salad of lacinato kale,,Farmstead at Long Meadow Ranch,2026-06-15,pdf,17.0,1
salade d hiver,,Angele Restaurant & Bar,2015-02-21,wayback,16.0,1
salade de betteraves,,Angele Restaurant & Bar,2012-04-09,wayback,12.0,1
salade de lapin,,Angele Restaurant & Bar,2013-04-18,wayback,12.0,1
salade de lapin,,Angele Restaurant & Bar,2013-06-27,wayback,12.0,1
salade de legumes,,Angele Restaurant & Bar,2012-04-09,wayback,12.0,1
salade de pissenlit,,Angele Restaurant & Bar,2013-04-18,wayback,16.0,1
salade de pissenlit,,Angele Restaurant & Bar,2013-06-27,wayback,16.0,1
salade lyonnaise,,Angele Restaurant & Bar,2015-02-21,wayback,16.0,1
salade lyonnaise fris e salad warm de puy lentils poached egg sherry walnut vinaigrette lardons,,Angele Restaurant & Bar,2015-02-25,wayback,16.0,1
salade lyonnaise fris e salad warm de puy lentils poached egg sherry walnut vinaigrette lardons,,Angele Restaurant & Bar,2015-03-05,wayback,16.0,1
salade lyonnaise fris e salad warm de puy lentils poached egg sherry walnut vinaigrette lardons,,Angele Restaurant & Bar,2015-11-06,wayback,20.0,1
salade lyonnaise fris e salad warm de puy lentils poached egg sherry walnut vinaigrette lardons,,Angele Restaurant & Bar,2016-04-12,wayback,20.0,1
salade lyonnaise fris e salad warm de puy lentils poached egg sherry walnut vinaigrette lardons,,Angele Restaurant & Bar,2016-05-08,wayback,20.0,1
salade ni oise,,Angele Restaurant & Bar,2013-04-18,wayback,16.0,1
salade ni oise,,Angele Restaurant & Bar,2013-06-27,wayback,16.0,1
salade ni oise,,Angele Restaurant & Bar,2015-02-21,wayback,16.0,1
salame toscano,,Bistro Don Giovanni,2020-03-27,wayback,23.0,1
salami,,Bistro Don Giovanni,2017-01-10,wayback,19.0,1
salami,,Genova Delicatessen,2026-08-05,fallback,12.95,1
salami cotto,,Genova Delicatessen,2026-08-05,fallback,12.95,1
salanova lettuce,,Boon Fly Café,2026-07-04,exif,18.0,1
salmon chowder,,Bistro Don Giovanni,2017-01-10,wayback,10.0,1
salsa macha shrimp,,Perez Kitchen & Bar,2026-08-05,pdf,15.0,1
salted caramel,,Five Guys,2023-11-27,exif,0.45,1
salumi,,Bistro Don Giovanni,2023-04-01,wayback,20.0,1
salumi,,Bistro Don Giovanni,2023-12-05,wayback,20.0,2
salus by staglin family chardonnay,Half Bottle,Bistro Don Giovanni,2020-09-21,wayback,56.0,1
sam s valley omelet gf,,Cartwright's Taprock Northwest Grill,2014-08-01,wayback,10.69,1
sam s valley omelet gf,,Cartwright's Taprock Northwest Grill,2023-06-10,wayback,16.0,1
san pellegrino sparkling water,,Bistro Don Giovanni,2022-01-20,wayback,10.0,1
san pellegrino sparkling water,,Bistro Don Giovanni,2022-05-27,wayback,11.0,1
san pellegrino sparkling water,,Bistro Don Giovanni,2023-04-01,wayback,11.0,1
san pellegrino sparkling water,,Bistro Don Giovanni,2023-12-05,wayback,11.0,2
san pellegrino sparkling water,1ltr,Bistro Don Giovanni,2019-09-19,wayback,8.0,1
san pellegrino sparkling water,1ltr,Bistro Don Giovanni,2020-03-27,wayback,8.0,1
san pellegrino sparkling water,1ltr,Bistro Don Giovanni,2020-09-21,wayback,9.0,2
san pellegrino sparkling water,1ltr,Bistro Don Giovanni,2021-01-27,wayback,10.0,1
san pellegrino sparkling water,500ml,Bistro Don Giovanni,2019-09-19,wayback,4.0,1
san pellegrino sparkling water,500ml,Bistro Don Giovanni,2020-03-27,wayback,4.0,1
san pellegrino sparkling water,500ml,Bistro Don Giovanni,2020-09-21,wayback,4.0,2
san pellegrino sparkling water,500ml,Bistro Don Giovanni,2021-01-27,wayback,5.0,1
sandra,,Perez Kitchen & Bar,2026-08-05,pdf,22.0,1
sandwich,,Code 4 Taphouse,2025-11-15,exif,14.75,1
sandwich reg,,Genova Delicatessen,2026-08-05,fallback,12.95,1
sandwich w cheese,,Genova Delicatessen,2026-08-05,fallback,13.95,1
santa margherita pinot grigio,,Bistro Don Giovanni,2020-03-27,wayback,13.0,1
santa margherita pinot grigio,,Bistro Don Giovanni,2020-09-21,wayback,14.0,3
santa margherita pinot grigio,,Bistro Don Giovanni,2021-01-27,wayback,14.0,1
santa margherita pinot grigio trentino alto adige italy,,Bistro Don Giovanni,2019-09-19,wayback,13.0,1
santa margherita pinot grigio valdadige veneto italy,,Bistro Don Giovanni,2020-09-21,wayback,14.0,1
sassy rita,,Bistro Don Giovanni,2019-09-19,wayback,14.0,1
sassy rita,,Bistro Don Giovanni,2020-03-27,wayback,14.0,1
sassy rita,,Bistro Don Giovanni,2020-09-21,wayback,14.0,2
sassy rita,,Bistro Don Giovanni,2021-01-27,wayback,14.0,1
sassy rita,,Bistro Don Giovanni,2022-01-20,wayback,14.0,1
sassy rita,,Bistro Don Giovanni,2022-05-27,wayback,14.0,1
sassy rita,,Bistro Don Giovanni,2023-04-01,wayback,15.0,1
saumon r ti,,Angele Restaurant & Bar,2015-02-21,wayback,28.0,1
saut ed brussels sprouts,,Bistro Don Giovanni,2017-01-10,wayback,8.0,1
saut ed garden greens,,Bistro Don Giovanni,2021-01-27,wayback,8.0,1
saut ed garden greens,,Bistro Don Giovanni,2022-01-20,wayback,8.0,1
saut ed garden greens,,Bistro Don Giovanni,2022-05-27,wayback,8.0,1
saut ed garden greens,,Bistro Don Giovanni,2023-04-01,wayback,8.0,1
saut ed garden greens,,Bistro Don Giovanni,2023-12-05,wayback,8.5,2
saut ed garden greens garlic lemon,,Bistro Don Giovanni,2019-09-19,wayback,8.0,1
saut ed garden greens garlic lemon,,Bistro Don Giovanni,2020-09-21,wayback,8.0,2
saut ed spinach,,Bistro Don Giovanni,2017-01-10,wayback,7.0,1
saut ed winter greens sherry and quince vinaigrette,,Angele Restaurant & Bar,2015-02-25,wayback,8.0,1
saut ed winter greens sherry and quince vinaigrette,,Angele Restaurant & Bar,2015-03-05,wayback,8.0,1
sauvignon blanc daisy,Bottle,Gott's Napa,2021-01-17,wayback,32.0,1
sauvignon blanc daisy,Glass,Gott's Napa,2021-01-17,wayback,8.0,1
sauvignon blanc pomelo,Bottle,Gott's Napa,2017-07-22,wayback,27.0,1
sauvignon blanc pomelo,Glass,Gott's Napa,2017-07-22,wayback,9.0,1
saxon brown 07 pinot noir sonoma,Half Bottle,Gott's Napa,2011-03-22,wayback,22.0,1
sazerac cocktail,,Bistro Don Giovanni,2017-01-10,wayback,14.0,1
scarpone montepulciano d abruzzo,,Bistro Don Giovanni,2019-09-19,wayback,14.0,1
scarpone montepulciano d abruzzo,,Bistro Don Giovanni,2020-03-27,wayback,14.0,1
scarpone montepulciano d abruzzo,,Bistro Don Giovanni,2020-09-21,wayback,14.0,3
scarpone montepulciano d abruzzo,,Bistro Don Giovanni,2021-01-27,wayback,14.0,1
scarpone montepulciano d abruzzo,,Bistro Don Giovanni,2022-01-20,wayback,16.0,1
scarpone montepulciano d abruzzo,,Bistro Don Giovanni,2023-04-01,wayback,16.0,1
scarpone montepulciano d abruzzo,,Bistro Don Giovanni,2023-12-05,wayback,16.0,2
schramsberg 09 blanc de blancs,,Gott's Napa,2012-05-15,wayback,22.0,1
schramsberg 09 blanc de blancs,,Gott's Napa,2012-06-17,wayback,22.0,2
schramsberg 09 blanc de blancs,,Gott's Napa,2014-08-11,wayback,23.0,1
schramsberg 09 blanc de blancs,,Gott's Napa,2014-12-22,wayback,26.0,2
schramsberg 09 blanc de blancs,,Gott's Napa,2015-02-13,wayback,22.0,1
schramsberg 09 blanc de blancs,,Gott's Napa,2015-05-13,wayback,26.0,1
schramsberg 09 blanc de blancs,,Gott's Napa,2015-07-24,wayback,26.0,1
schramsberg 09 blanc de blancs,375ml,Gott's Napa,2011-03-22,wayback,22.0,1
schramsberg 09 blanc de blancs,375ml,Gott's Napa,2012-05-15,wayback,22.0,1
schramsberg 09 blanc de blancs,375ml,Gott's Napa,2014-08-11,wayback,23.0,1
schramsberg 09 blanc de blancs,375ml,Gott's Napa,2015-02-06,wayback,26.0,2
schramsberg 09 blanc de blancs,375ml,Gott's Napa,2015-05-13,wayback,26.0,1
schramsberg 09 blanc de blancs,375ml,Gott's Napa,2015-11-23,wayback,26.0,1
schramsberg 09 blanc de blancs,375ml,Gott's Napa,2017-07-22,wayback,29.0,1
schramsberg 09 blanc de blancs,375ml,Gott's Napa,2021-01-17,wayback,33.0,1
schramsberg blanc de blanc,,Bistro Don Giovanni,2020-09-21,wayback,74.0,1
schramsberg brut ros,,Bistro Don Giovanni,2020-03-27,wayback,19.0,1
schramsberg brut ros,,Bistro Don Giovanni,2020-09-21,wayback,48.5,4
schramsberg brut ros,,Bistro Don Giovanni,2021-01-27,wayback,19.0,1
schramsberg brut ros,,Bistro Don Giovanni,2022-05-27,wayback,19.0,1
schramsberg brut ros,,Bistro Don Giovanni,2023-12-05,wayback,21.0,2
schramsberg brut ros north coast,,Bistro Don Giovanni,2019-09-19,wayback,19.0,1
schramsberg brut ros north coast,,Bistro Don Giovanni,2020-09-21,wayback,19.0,1
schramsberg brut ros north coast,,Bistro Don Giovanni,2022-01-20,wayback,19.0,1
schramsberg brut ros north coast,,Bistro Don Giovanni,2023-04-01,wayback,22.0,1
screwdriver orange juice vodka,,Cartwright's Taprock Northwest Grill,2014-08-01,wayback,5.0,1
scrimshaw pilsner,,Bistro Don Giovanni,2023-12-05,wayback,8.0,1
scrimshaw pilsner,,Farmstead at Long Meadow Ranch,2021-05-11,wayback,6.0,1
scrimshaw pilsner,,Farmstead at Long Meadow Ranch,2021-08-02,wayback,6.0,1
scrimshaw pilsner,,Farmstead at Long Meadow Ranch,2024-06-09,wayback,6.0,1
seafood chicken,,Gott's Napa,2013-02-28,wayback,2500.0,1
seafood omlet,,The Depot Eatery,2026-08-05,web,19.0,1
sean minor 09 pinot noir napa valley,Bottle,Gott's Napa,2011-03-22,wayback,24.0,1
sean minor 09 pinot noir napa valley,Glass,Gott's Napa,2011-03-22,wayback,8.0,1
sean minor 12 cabernet sauvignon napa valley,,Gott's Napa,2015-11-23,wayback,10.0,1
sean minor 12 cabernet sauvignon napa valley,Bottle,Gott's Napa,2015-11-23,wayback,30.0,1
seared salmon filet,,Bistro Don Giovanni,2017-01-10,wayback,29.0,1
seared salmon filet,,Bistro Don Giovanni,2019-09-19,wayback,32.0,1
seared salmon filet,,Bistro Don Giovanni,2020-03-27,wayback,32.0,1
seared salmon filet,,Bistro Don Giovanni,2021-01-27,wayback,35.0,1
seared salmon filet,,Bistro Don Giovanni,2022-01-20,wayback,36.0,1
seared salmon filet,,Bistro Don Giovanni,2022-05-27,wayback,36.0,1
seared salmon filet,,Bistro Don Giovanni,2023-04-01,wayback,38.0,1
seared salmon filet,,Bistro Don Giovanni,2023-12-05,wayback,38.0,2
seared wild king salmon filet,,Bistro Don Giovanni,2020-09-21,wayback,37.0,2
seattle hazelnut latt frangelico latt,,Cartwright's Taprock Northwest Grill,2014-08-01,wayback,7.5,1
seghesio,,Bistro Don Giovanni,2020-09-21,wayback,48.0,1
seghesio 12 zinfandel,,Gott's Napa,2014-12-22,wayback,17.0,2
seghesio 12 zinfandel,,Gott's Napa,2015-02-06,wayback,17.0,1
seghesio 12 zinfandel,Half Bottle,Gott's Napa,2015-05-13,wayback,17.0,1
seghesio 12 zinfandel,Half Bottle,Gott's Napa,2015-11-23,wayback,17.0,1
seghesio 12 zinfandel,half bottle,Gott's Napa,2015-05-13,wayback,17.0,1
seghesio zinfandel,,Bistro Don Giovanni,2017-01-10,wayback,12.0,1
seghesio zinfandel,Half Bottle,Gott's Napa,2015-02-06,wayback,17.0,1
seghesio zinfandel,Half Bottle,Gott's Napa,2021-01-17,wayback,23.0,1
select two,Large,Gott's Napa,2015-09-05,wayback,5.99,1
select two,Small,Gott's Napa,2015-09-05,wayback,4.99,1
selection of three artisan cheeses fruit compote toasted country bread honey brioche,,Angele Restaurant & Bar,2016-05-08,wayback,18.0,1
shafer 11 cabernet sauvignon,,Gott's Napa,2012-05-15,wayback,38.0,2
shafer 11 cabernet sauvignon,,Gott's Napa,2012-06-17,wayback,50.0,2
shafer 11 cabernet sauvignon,,Gott's Napa,2014-12-22,wayback,50.0,1
shafer 11 cabernet sauvignon,,Gott's Napa,2015-02-06,wayback,53.0,1
shafer 11 cabernet sauvignon,Half Bottle,Gott's Napa,2011-03-22,wayback,38.0,1
shafer 11 cabernet sauvignon,Half Bottle,Gott's Napa,2014-08-11,wayback,50.0,1
shafer 11 cabernet sauvignon,Half Bottle,Gott's Napa,2014-10-29,wayback,50.0,1
shafer 11 cabernet sauvignon,Half Bottle,Gott's Napa,2015-02-06,wayback,53.0,1
shafer 11 cabernet sauvignon,Half Bottle,Gott's Napa,2015-02-13,wayback,50.0,1
shafer 11 cabernet sauvignon,Half Bottle,Gott's Napa,2015-05-13,wayback,53.0,1
shafer 11 cabernet sauvignon,Half Bottle,Gott's Napa,2015-11-23,wayback,53.0,1
shafer 11 cabernet sauvignon,Half Bottle,Gott's Napa,2017-07-22,wayback,64.0,1
shafer 11 cabernet sauvignon,Half Bottle,Gott's Napa,2021-01-17,wayback,79.0,1
shafer 11 cabernet sauvignon,Half bottle,Gott's Napa,2014-08-11,wayback,50.0,1
shafer 11 cabernet sauvignon,half bottle,Gott's Napa,2015-05-13,wayback,53.0,1
shafer red shoulder ranch,,Bistro Don Giovanni,2020-09-21,wayback,104.0,1
shakes,,Gott's Napa,2011-03-22,wayback,5.99,2
shakes,,Gott's Napa,2012-05-15,wayback,5.99,2
shakes,,Gott's Napa,2012-06-17,wayback,5.99,2
shakes,,Gott's Napa,2013-02-28,wayback,5.0,2
shakes,,Gott's Napa,2015-02-13,wayback,5.99,1
shakes,12oz,Gott's Napa,2014-08-11,wayback,5.99,1
shakes,12oz,Gott's Napa,2021-01-17,wayback,5.99,1
shakes,16oz,Gott's Napa,2014-08-11,wayback,6.99,1
shakes,16oz,Gott's Napa,2021-01-17,wayback,6.99,1
shakes,,In-N-Out Burger,2026-06-25,exif,3.05,4
shakes,,In-N-Out Burger,2025-02-25,exif,2.9,1
shakes,,In-N-Out Burger,2026-06-11,exif,3.05,1
shakes,,McDonald's,2022-04-16,exif,3.09,1
shakes malts,Large,Barney's Burgers,2024-01-15,dom,9.79,1
shakes malts,Medium,Barney's Burgers,2024-01-15,dom,6.49,1
shakes malts,Small,Barney's Burgers,2024-01-15,dom,4.99,1
shakes malts large,Large,Barney's Burgers,2025-11-21,exif,7.8,1
shakes malts medium,Medium,Barney's Burgers,2025-11-21,exif,6.5,1
shakes malts small,Small,Barney's Burgers,2025-11-21,exif,5.0,1
shakes with organic ice cream milk,12oz,Gott's Napa,2014-12-22,wayback,5.99,2
shakes with organic ice cream milk,12oz,Gott's Napa,2015-02-06,wayback,5.99,2
shakes with organic ice cream milk,12oz,Gott's Napa,2015-05-13,wayback,5.99,8
shakes with organic ice cream milk,12oz,Gott's Napa,2015-11-23,wayback,5.99,1
shakes with organic ice cream milk,12oz,Gott's Napa,2017-07-22,wayback,5.99,1
shakes with organic ice cream milk,12oz.,Gott's Napa,2015-07-24,wayback,5.99,1
shakes with organic ice cream milk,16oz,Gott's Napa,2014-12-22,wayback,6.99,2
shakes with organic ice cream milk,16oz,Gott's Napa,2015-02-06,wayback,6.99,2
shakes with organic ice cream milk,16oz,Gott's Napa,2015-05-13,wayback,6.99,2
shakes with organic ice cream milk,16oz,Gott's Napa,2015-11-23,wayback,6.99,1
shakes with organic ice cream milk,16oz,Gott's Napa,2017-07-22,wayback,6.99,1
shakes with organic ice cream milk,16oz.,Gott's Napa,2015-07-24,wayback,6.99,1
shirley temple,,Farmstead at Long Meadow Ranch,2025-10-15,pdf,6.0,1
short stack or full stack,Full Stack,The Depot Eatery,2026-08-05,web,8.0,1
short stack or full stack,Short Stack,The Depot Eatery,2026-08-05,web,6.0,1
shrimp cocktail,,The Depot Eatery,2026-08-05,web,16.0,1
shrimp tacos,,Gott's Napa,2011-03-22,wayback,10.99,1
shrimp tacos,,Gott's Napa,2012-05-15,wayback,10.99,2
shrimp tacos,,Gott's Napa,2012-06-17,wayback,11.99,2
shrimp tacos,2 tacos,Gott's Napa,2011-03-22,wayback,10.99,1
sicilian vodka soda,,Bistro Don Giovanni,2023-12-05,wayback,16.0,1
side of cheese sauce,,Gott's Napa,2021-01-17,wayback,1.5,1
side of hobbs bacon,,Angele Restaurant & Bar,2016-05-08,wayback,8.0,1
side of saut ed marble potatoes,,Angele Restaurant & Bar,2016-05-08,wayback,8.0,1
siduri 12 pinot noir,,Gott's Napa,2012-05-15,wayback,18.0,2
siduri 12 pinot noir,,Gott's Napa,2014-12-22,wayback,20.0,1
siduri 12 pinot noir,Half Bottle,Gott's Napa,2014-08-11,wayback,18.0,1
siduri 12 pinot noir,Half Bottle,Gott's Napa,2014-10-29,wayback,18.0,1
siduri 12 pinot noir,Half Bottle,Gott's Napa,2015-02-06,wayback,20.0,1
siduri 12 pinot noir,Half Bottle,Gott's Napa,2015-05-13,wayback,20.0,1
siduri 12 pinot noir,Half bottle,Gott's Napa,2014-08-11,wayback,18.0,1
siduri 12 pinot noir,half bottle,Gott's Napa,2015-05-13,wayback,20.0,1
siduri 12 pinot noir russian river valley,,Gott's Napa,2014-12-22,wayback,20.0,1
siduri 12 pinot noir russian river valley,,Gott's Napa,2015-02-06,wayback,20.0,1
siduri john sebastiano vineyard,,Bistro Don Giovanni,2020-09-21,wayback,98.0,1
siduri pinot noir,Half Bottle,Bistro Don Giovanni,2020-09-21,wayback,35.0,1
sierra hash,,Code 4 Taphouse,2025-11-15,exif,14.95,1
sierra nevada pale ale,,Bistro Don Giovanni,2017-01-10,wayback,5.0,1
sierra nevada pale ale,,Bistro Don Giovanni,2019-09-19,wayback,6.0,1
sierra nevada pale ale,,Bistro Don Giovanni,2020-03-27,wayback,6.0,1
sierra nevada pale ale,,Bistro Don Giovanni,2020-09-21,wayback,7.0,2
sierra nevada pale ale,,Bistro Don Giovanni,2022-01-20,wayback,7.0,1
sierra nevada pale ale,,Bistro Don Giovanni,2022-05-27,wayback,7.0,1
sierra nevada pale ale,,Bistro Don Giovanni,2023-04-01,wayback,7.0,1
sierra nevada pale ale,,Bistro Don Giovanni,2023-12-05,wayback,7.5,2
sierra nevada pale ale,,Gott's Napa,2015-05-13,wayback,6.0,2
sierra nevada pale ale,,Gott's Napa,2015-07-24,wayback,6.0,1
sierra nevada pale ale,,Gott's Napa,2017-07-22,wayback,5.0,1
sierra nevada pale ale,,Gott's Napa,2021-01-17,wayback,5.0,1
sierra nevada pale ale,12oz,Gott's Napa,2015-11-23,wayback,5.0,1
sierra nevada pale ale,16oz,Gott's Napa,2014-08-11,wayback,6.0,1
sierra nevada pale ale,16oz,Gott's Napa,2014-12-22,wayback,6.0,1
sierra nevada pale ale,Draft,Gott's Napa,2015-02-06,wayback,6.0,1
sierra nevada pale ale,Draft (16oz),Gott's Napa,2014-08-11,wayback,6.0,1
sierra nevada pale ale,Draft (16oz),Gott's Napa,2014-12-22,wayback,6.0,1
siete leguas a ejo,,Angele Restaurant & Bar,2014-09-20,wayback,16.0,1
silverado vineyards sangiovese,,Bistro Don Giovanni,2017-01-10,wayback,16.0,1
silverado vineyards sangiovese,,Bistro Don Giovanni,2020-03-27,wayback,16.0,1
silverado vineyards sangiovese,,Bistro Don Giovanni,2020-09-21,wayback,16.0,2
silverado vineyards sangiovese,,Bistro Don Giovanni,2021-01-27,wayback,16.0,1
silverado vineyards sangiovese napa valley,,Bistro Don Giovanni,2019-09-19,wayback,16.0,1
silverado vineyards sangiovese napa valley,,Bistro Don Giovanni,2020-09-21,wayback,16.0,1
silverado vineyards sangiovese napa valley,,Bistro Don Giovanni,2022-01-20,wayback,16.0,1
sixteen by twenty,,Bistro Don Giovanni,2020-09-21,wayback,54.0,1
smashburger seasoned fries,,Perez Kitchen & Bar,2026-08-05,pdf,17.0,2
smith woodhouse lbv 01,,Angele Restaurant & Bar,2014-09-20,wayback,12.0,1
smoked chicken club,,Farmstead at Long Meadow Ranch,2021-05-06,wayback,25.0,1
smoked chicken club,,Farmstead at Long Meadow Ranch,2021-08-02,wayback,25.0,1
smoked chicken egg,,Gott's Napa,2013-04-02,wayback,4.99,1
smoked chicken po boy,,Gott's Napa,2012-05-15,wayback,10.99,2
smoked chicken wings,,Farmstead at Long Meadow Ranch,2026-06-15,pdf,19.0,1
smoked pork hash,,Farmstead at Long Meadow Ranch,2026-06-15,pdf,38.0,1
smoked turkey,,Genova Delicatessen,2026-08-05,fallback,12.95,1
smoky bacon bloody mary,,Cartwright's Taprock Northwest Grill,2023-06-10,wayback,10.0,1
soda,12oz,Barney's Burgers,2026-08-05,web,2.0,1
soda,24oz,Barney's Burgers,2026-08-05,web,2.8,1
soda,32oz,Barney's Burgers,2026-08-05,web,3.25,1
soda flavor add on,,Gott's Napa,2014-10-29,wayback,0.99,1
soda flavor add on,,Gott's Napa,2015-02-13,wayback,0.99,1
soft drinks,,McDonald's,2022-04-16,exif,1.0,1
soft drinks tea and coffee,,Farmstead at Long Meadow Ranch,2021-05-11,wayback,10.0,1
soft serve,,Farmstead at Long Meadow Ranch,2025-10-15,pdf,4.0,1
soft shell crab sandwich,,Gott's Napa,2026-05-25,exif,14.99,1
solomon,,Perez Kitchen & Bar,2026-08-05,pdf,22.0,1
sonoma cutrer 13 chardonnay russian river ranches,,Gott's Napa,2015-11-23,wayback,11.0,1
sonoma cutrer 13 chardonnay russian river ranches,Bottle,Gott's Napa,2015-11-23,wayback,33.0,1
sonoma cutrer chardonnay,Half Bottle,Bistro Don Giovanni,2020-09-21,wayback,26.0,1
sonoma cutrer russian river ranches,,Bistro Don Giovanni,2020-09-21,wayback,45.0,1
soppressata,,Bistro Don Giovanni,2022-05-27,wayback,24.0,1
sopressata,,Genova Delicatessen,2026-08-05,fallback,14.95,1
sorbet du jour,,Angele Restaurant & Bar,2014-09-20,wayback,7.0,1
soup of the day,,Bistro Don Giovanni,2019-09-19,wayback,12.0,1
soup of the day,,Bistro Don Giovanni,2022-05-27,wayback,16.0,1
soupe a l ail vert,,Angele Restaurant & Bar,2013-06-27,wayback,9.0,1
soupe de lentilles,,Angele Restaurant & Bar,2013-04-18,wayback,9.0,1
soupe gratin e l oignon,,Angele Restaurant & Bar,2012-04-09,wayback,9.0,1
soupe gratin e l oignon,,Angele Restaurant & Bar,2015-02-21,wayback,12.0,1
sourdough jack burger,,Jack in the Box,2025-08-11,exif,7.89,1
sourdough jack combo,,Jack in the Box,2025-08-11,exif,12.19,1
southern,,Gott's Napa,2013-04-02,wayback,5.99,1
spaghetti clams,,Bistro Don Giovanni,2017-01-10,wayback,24.0,1
spaghetti clams,,Bistro Don Giovanni,2019-09-19,wayback,24.0,1
spaghetti clams,,Bistro Don Giovanni,2020-03-27,wayback,24.0,1
spaghetti clams,,Bistro Don Giovanni,2020-09-21,wayback,25.0,2
spaghetti clams,,Bistro Don Giovanni,2021-01-27,wayback,26.0,1
spaghetti clams,,Bistro Don Giovanni,2022-01-20,wayback,28.0,1
spaghetti clams,,Bistro Don Giovanni,2022-05-27,wayback,29.0,1
spaghetti clams,,Bistro Don Giovanni,2023-04-01,wayback,32.0,1
spaghetti clams,,Bistro Don Giovanni,2023-12-05,wayback,33.5,2
spanish omlet,,The Depot Eatery,2026-08-05,web,18.0,1
sparkling juice,,Gott's Napa,2011-03-22,wayback,2.49,2
sparkling juice,,Gott's Napa,2012-05-15,wayback,2.49,2
sparkling juice,,Gott's Napa,2012-06-17,wayback,2.69,2
sparkling juice,,Gott's Napa,2014-08-11,wayback,2.99,2
sparkling juice,,Gott's Napa,2014-10-29,wayback,2.69,1
sparkling juice,,Gott's Napa,2014-12-22,wayback,2.99,2
sparkling juice,,Gott's Napa,2015-02-06,wayback,2.99,2
sparkling juice,,Gott's Napa,2015-02-13,wayback,2.69,1
sparkling juice,,Gott's Napa,2015-11-23,wayback,2.99,1
sparkling lavender limeade,,Angele Restaurant & Bar,2015-03-05,wayback,8.0,1
sparkling mineral water,,Gott's Napa,2011-03-22,wayback,2.49,2
sparkling mineral water,,Gott's Napa,2012-05-15,wayback,2.49,2
sparkling mineral water,,Gott's Napa,2012-06-17,wayback,2.69,2
sparkling mineral water,,Gott's Napa,2014-08-11,wayback,2.69,2
sparkling mineral water,,Gott's Napa,2014-10-29,wayback,2.69,1
sparkling mineral water,,Gott's Napa,2014-12-22,wayback,2.69,2
sparkling mineral water,,Gott's Napa,2015-02-06,wayback,2.69,2
sparkling mineral water,,Gott's Napa,2015-02-13,wayback,2.69,1
sparkling water mr pibb,,Gott's Napa,2021-01-17,wayback,3.29,1
sparkling water orange,,Gott's Napa,2021-01-17,wayback,3.29,1
special tortilla soup,,Taqueria El Charro Viejo,2022-12-07,exif,11.5,1
specialty shakes,12oz,Gott's Napa,2021-01-17,wayback,6.99,1
specialty shakes,16oz,Gott's Napa,2021-01-17,wayback,7.99,1
spicy chicken,,Barney's Burgers,2024-01-15,dom,8.99,1
spicy chicken,,Gott's Napa,2012-05-15,wayback,10.99,2
spicy chicken,,Gott's Napa,2012-06-17,wayback,10.99,2
spicy chicken harissa,,Perez Kitchen & Bar,2026-08-05,pdf,19.0,1
spicy coppa salame,,Bistro Don Giovanni,2019-09-19,wayback,23.0,1
spicy deluxe crispy chicken sandwich,,McDonald's,2022-04-16,exif,9.39,1
spicy jack,,Barney's Burgers,2024-01-15,dom,10.99,1
spicy tomato soup,Bowl,Gott's Napa,2011-03-22,wayback,5.99,2
spicy tomato soup,Bowl,Gott's Napa,2012-05-15,wayback,5.99,2
spicy tomato soup,Bowl,Gott's Napa,2012-06-17,wayback,5.99,2
spicy tomato soup,Bowl,Gott's Napa,2014-08-11,wayback,5.99,2
spicy tomato soup,Bowl,Gott's Napa,2014-10-29,wayback,5.99,1
spicy tomato soup,Bowl,Gott's Napa,2014-12-22,wayback,5.99,2
spicy tomato soup,Bowl,Gott's Napa,2015-02-06,wayback,5.99,2
spicy tomato soup,Bowl,Gott's Napa,2015-05-13,wayback,5.99,2
spicy tomato soup,Bowl,Gott's Napa,2015-11-23,wayback,5.99,1
spicy tomato soup,Bowl,Gott's Napa,2017-07-22,wayback,6.99,1
spicy tomato soup,Bowl,Gott's Napa,2021-01-17,wayback,7.99,1
spicy tomato soup,Cup,Gott's Napa,2011-03-22,wayback,3.49,2
spicy tomato soup,Cup,Gott's Napa,2012-05-15,wayback,3.49,2
spicy tomato soup,Cup,Gott's Napa,2012-06-17,wayback,3.49,2
spicy tomato soup,Cup,Gott's Napa,2014-08-11,wayback,3.99,2
